id,cr_no,target_sentence,response,training,tooshort_AD,irrelevant_AD,copypaste_AD,eval_AD,overall_AD,notes_AD,overall_AD_2,tooshort_JM,irrelevant_JM,copypaste_JM,eval_JM,overall_JM,notes_JM,overall_JM_2,interrater_difference,agree,interrater_difference_2
SERP_F19C_C2_14,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",This sentence is saying that the eye is like an onion. It has many complex layers. One of which is the cornea that is clear and it covers the front of the eyes which are the pupil and the iris.,4,,,,,3,,3,,,,,3,,3,,,
SERP_F19C_C2_14,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,"This sentence is saying that because the pupil is just an opening to which light can enter the other parts of the eye, it needs to have some protection besides the eyelid and the cornea. That is where the iris comes in which is the eye color. The iris takes control of how much light is displayed into the eye through the pupil. So when you see someone's pupils dilated or widened, it is the muscles in the iris that is making that happen.",4,,,,,3,,3,,,,,3,,3,,,
SERP_F19C_C2_14,viz_cr_4,"In dim light, the pupil becomes larger","In this sentence, it is just comparing the pupil when it is in environments with bright light or environments with dim light. So, like if you look up at the sun on a hot sunny day, the pupil will become smaller because it's harder to see in such a bright light. However, when you are in class and the teacher is starting a movie, which means the light needs to be dim, the pupil will become larger because it's easier to see in dim light but also harder because now you're trying to focus on your surroundings.",4,,,,,3,,3,,,,,3,,3,,,
SERP_F19C_C2_14,viz_cr_5,This bends the light rays producing an image that is in focus,"In this sentence, it talks about how the eyes have personal lens, like a camera that helps adjusts whatever is in focus. For instance, if there is a bottle in the foreground, you will have your main focus on that but if there is another bottle in the background, the lens readjusts itself to the light rays and produces the bottle image in the background, leaving the bottle in the foreground blurry.",4,,,,,3,,3,,,,,3,,3,,,
SERP_F19C_C2_14,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","As I had stated in the previous question, it's like seeing things that are in the foreground and the background of your personal view. But in this sentence, it talks more about how the lens comes to that result by explaining how do the eyes see things from a distance. Which is why to see things far away, the lenses need to be thin to bend the light less.",4,,,,,3,,3,,,,,3,,3,,,
SERP_F19C_C2_14,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"In this sentence, it pretty much states that the retina responds to light by having 130 million receptor cells. These are a needed part within the eye to show us the image that is in front of us.",4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_C2_14,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","This is another compare and contrast sentence where it talks about how the eyes perceive color. Since the retina itself contains 130 million receptor cells, then that means, when you split them in half, there are exactly two different types of receptors. In this sentence, the rod cells, compared to the cone cells, are the cells that help you in a dim light environment and helps you see black, white, and different shades of gray.",4,,,,,3,,3,,,,,3,,3,,,
SERP_F19C_C2_14,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","In this sentence, it gives us the full layout as to how the eyes are able to see things. So, when the two types of receptors are catching all the light after it bypassed so many different layers in the eye, it makes its way to the nerve system. By which in turns, makes its way to the brain's optic nerves and it lets the brain figure out exactly how the eyes are looking at.",4,,,,,3,,3,,,,,3,,3,,,
SERP_F19C_C1_15,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.","Your eyes are one of the sense organs that allows you to see around the environment. In order for your eyes to pick up what you are seeing, it takes in stimulus of lights and convert that into impulses that can be read by you brain. This is why we can see.",4,,,,,2,bridging but maybe even 3,2,,,,,2,,2,,,
SERP_F19C_C1_15,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","The human eye is made up of many different layers. Within the top layer of the eye, we can see the pupil and the iris, which are both covered by a clear layer of tissues called the cornea.",4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_C1_15,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,"The muscles in your iris adjusts the size of the pupil, and this adjustment regulates the amount of light that enters through your eye.",4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_C1_15,viz_cr_4,"In dim light, the pupil becomes larger",Your pupils become larger when the lighting in your environment are dimming. this is because the iris enlarges your pupil to try to take in as much light as possible to allow your to see.,4,,,,,3,,3,,,,,3,,3,,,
SERP_F19C_C1_15,viz_cr_5,This bends the light rays producing an image that is in focus,"Below the pupil of the eye are flexible lens that help focus the light. There are muscles attached to the lens that help bend incoming light rays, thus producing an focused image.",4,,,,,3,,3,,,,,3,2 or 3,3,,,
SERP_F19C_C1_15,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","The see things in focus, the lens change their thickness. The further away an object is, the thinner the lens are.",4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_C1_15,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"behind the lens is the retina, which are layers of receptor cells (about 130 million of them) in the back of the eye that responds to light.",4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_C1_15,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","There are different kinds of receptors, cones and rods. Cones help you see colors and details in bright light, while rod cells help you see black, white, and shades of gray in dark light.",4,,,,,2,,2,,,,,3,2 or 3,3,,,
SERP_F19C_C1_15,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","When light rays hit the cones and rods, the brain receives nerve impulses from the optic nerves. The brain then interpret the impulses to allow you to see edges, colors, and objects.",4,,,,,1,,2,,,,,2,1 or 2 but gave a 2 because there is high quality paraphrasing going on,2,,,
SERP_F19C_B1_17,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",How the eyes convert what is being seen is cool and also a complex mechanism of the body and brain,4,,,,1,2,,1,,,,,1,,1,,,
SERP_F19C_B1_17,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",Understanding the different layers of the eye helps people understand the process of seeing,4,,,,,2,,2,,,,,1,,2,,,
SERP_F19C_B1_17,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,The pupil automatically adjusts based on what the brain tells it to perhaps,4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_B1_17,viz_cr_4,"In dim light, the pupil becomes larger","Again, the adjustment of the pupil is based on what the brain may tell it to do perhaps as well as the pupil adjusting in order for someone to be able to see more clearly in different situations",4,,,,,3,,3,,,,,3,,3,,,
SERP_F19C_B1_17,viz_cr_5,This bends the light rays producing an image that is in focus,The science behind light is fascinating !,4,,,,1,1,,1,,,,,0,,0,,,
SERP_F19C_B1_17,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",Does whether or not the lenses is thin or thick affect how much light is able to bend?,4,,,,,2,,2,,,,,1,sort of unsure about this one. Not sure if this is a global introspective question or a question that is simply hones in on the target sentence. Round 2: reminding myself that we said that how easy/difficult a question is to answer should guide us on how to score. Easily answered questions are worth less than questions that require a more thoughtful explanation,2,,,
SERP_F19C_B1_17,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,Are every single one of the receptor cells responding simultaneously?,4,,,,,1,,2,,,,,2,,2,,,
SERP_F19C_B1_17,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",Are rod cells specific to the colors of black white and gray?,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B1_17,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",interesting,4,,,,2,0,,0,,,,,0,,0,,,
SERP_F19C_B2_18,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",Your eyes capture things in different ways and are processed through the brain,4,,,,,2,,1,,,,,1,,1,,,
SERP_F19C_B2_18,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",There is a layer covering the pupil and iris that will protect the eye. The tissue is clear so that you are still able to capture light,4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_B2_18,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,The muscles in the iris is what causes the pupil to dilate,4,,,,,3,maybe 2,2,,,,,1,,1,,,
SERP_F19C_B2_18,viz_cr_4,"In dim light, the pupil becomes larger",The pupil becomes larger in order to see better in dim light,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B2_18,viz_cr_5,This bends the light rays producing an image that is in focus,the lens causes the light to bend making the object easier to see,4,,,,,1,,2,,,,,2,,2,,,
SERP_F19C_B2_18,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","the thinner the lens, the easier it will be see those objects",4,,,,,2,,2,,,,,1,,1,,,
SERP_F19C_B2_18,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,There are tons of receptors in the eyes that respond to stimulus,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B2_18,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",Cones enable you to see color while rod cells enable you to see blacks and whites,4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_B2_18,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",Never impulses traveling to the brain determine which color you perceive to see,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B1_19,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",i ALREADY KNEW THAT,4,,,,,1,,0,,,,,0,,0,,,
SERP_F19C_B1_19,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",I knew this information from anatomy,4,,,,,1,,0,,,,,0,,0,,,
SERP_F19C_B1_19,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,"thats why when light is shined on it, it gets bigger
",4,,,,,2,,2,,,,,2,"even though this is wrong, it's technically local briding I think so giving it a 2 for that",2,,,
SERP_F19C_B1_19,viz_cr_4,"In dim light, the pupil becomes larger",nevermind i was wrong the pupil gets smaller when light is shined,4,,,,,2,,2,,,,,2,the fact that the participant realized they were wrong means they were still engaging with previous parts of the text. This feel like it warrants a 2 as well.,2,,,
SERP_F19C_B1_19,viz_cr_5,This bends the light rays producing an image that is in focus,i saw how this works in an physics class,4,,,,,1,,0,,,,,0,,0,,,
SERP_F19C_B1_19,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",i cant see far wow that is interesting,4,,,,1,1,,1,,,,,1,,1,,,
SERP_F19C_B1_19,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"I did not know that, thats interesting",4,,,,1,1,,1,,,,,0,,0,,,
SERP_F19C_B1_19,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",i wonder if thats why tvs back then were black and white,4,,,,,1,,1,,,,,1,not sure what to make of this cr. ,1,,,
SERP_F19C_B1_19,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",wow interesting,4,,,,2,0,,0,,,,,0,,0,,,
SERP_F19C_C1_22,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",The statement means that the stimulus is turned into something else to help you understand what you are seeing.,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C1_22,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",The statement is explaining the parts of the eye.,4,,,,,2,,1,,,,,1,,1,,,
SERP_F19C_C1_22,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,The statement is stating that the pupil's size depends on the muscles that are located in the iris.,4,,,,,1,reshuffles words,1,,,,,1,,1,,,
SERP_F19C_C1_22,viz_cr_4,"In dim light, the pupil becomes larger","The statement is stating that when you are in a darker lighting situation, the pupil becomes enlarged.",4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C1_22,viz_cr_5,This bends the light rays producing an image that is in focus,"This statement states that when the light, dim or bright, passes the pupils the lens starts to bend and produces and image that can be viewed.",4,,,,,2,,2,,,,,1,,2,,,
SERP_F19C_C1_22,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",The statement states that the lens in the eye need to be thin so the eye can view images that are far away.,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C1_22,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"The statement states that when light rays strike the retina, the 130 million receptor cells respond to the light.",4,,,,,2,,2,,,,,1,,1,,,
SERP_F19C_C1_22,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","The statement states that compared to cones, rod cells are better for dim light so the eye can see colors such as black, white, and different shades of gray.",4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_C1_22,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","The statement states that with rods and cones, the response to light  causes nerve impulses to trigger the brain to perceived colors and objects.",4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B2_23,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",our brain (diaphragm) converts light stimulus to impulses,4,,,,,1,,2,,,,,2,weak elaboration,2,,,
SERP_F19C_B2_23,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","our eye includes the pupil, iris and cornea which are visible layer of the eye",4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B2_23,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,the pupil is controlled by the muscles in the iris,4,,,,,2,controlled,2,,,,,1,,1,,,
SERP_F19C_B2_23,viz_cr_4,"In dim light, the pupil becomes larger",the dimmer the light the larger the pupil,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B2_23,viz_cr_5,This bends the light rays producing an image that is in focus,after passing through the lens which will create a bend in the light producing a focused image,4,,,,,2,maybe 1,2,,,,,2,quick reference to lens = local bridging,2,,,
SERP_F19C_B2_23,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",to see far the lenses bend the light less and vi-versa,4,,,,,2,,1,,,,,1,not counting vice versa as a bridge or elaboration,1,,,
SERP_F19C_B2_23,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,most of the receptors are located in the retina,4,,,,,1,,1,,,,,1,"would we consider ""most"" outside knowledge? I'm not sure so giving it a 1",1,,,
SERP_F19C_B2_23,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",cones enable us to see in a bright light and rods at a black and shades of gray,4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_B2_23,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","the optic nerve helps to preserve edge, colors and objects",4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_24,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",Your brain controls the things you see every day,4,,,,,1,,2,,,,,2,,2,,,
SERP_F19C_C2_24,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","The eye contains many layers. this includes the pupil, iris and cornea",4,,,,,2,,1,,,,,1,,1,,,
SERP_F19C_C2_24,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,Muscles in the iris determine the pupil size,4,,,,,2,,2,,,,,1,,1,,,
SERP_F19C_C2_24,viz_cr_4,"In dim light, the pupil becomes larger","Light effects the size of the pupil, and in dim light it becomes larger",4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_24,viz_cr_5,This bends the light rays producing an image that is in focus,Lenses bend light that come in forms of rays in order to create a clear image,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_24,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",Thin lenses allow us to see things from long distance,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_24,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"There are 130 million receptor cells in the retina, and they react with light",4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_24,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","You are able to see black, white, and shades of gray due to rod cells in dim light.",4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_24,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","Both rods and cones respond to light. When they are hit with light, nerve pulses are transmitted to the brain in order to perceive objects edges and colors",4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B1_26,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.","They convert that stimulus into impulses that your brain interprets, enabling you to see.",4,,,,,1,,0,,,,,0,copy paste,0,,,
SERP_F19C_B1_26,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",The first visible layer of the eye includes the pupil and iris.,4,,,,,1,,0,,,,,0,copy paste,0,,,
SERP_F19C_B1_26,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,The pupil is adjustable.,4,,,,,1,maybe 2,1,,,,,1,,1,,,
SERP_F19C_B1_26,viz_cr_4,"In dim light, the pupil becomes larger",Less light means bigger pupil.,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B1_26,viz_cr_5,This bends the light rays producing an image that is in focus,Bending light rays produce an image.,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B1_26,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",Far images require thinner lenses.,4,,,,,1,maybe 2,1,,,,,1,,1,,,
SERP_F19C_B1_26,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,130 million receptor cells each respond to light in the retina.,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B1_26,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",Rod cells work best in dim light.,4,,,,,1,,1,,,,,0,could go either 0 or 1,0,,,
SERP_F19C_B1_26,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",Nerve impulses travel to the brain through the optic nerves where things are perceived.,4,,,,,1,,1,,,,,0,95% copy paste,0,,,
SERP_F19C_C2_27,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",you are able to see  because of what is converted,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_27,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",your first visible layer of the eye is covered by the cornea,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_27,viz_cr_4,"In dim light, the pupil becomes larger",when the lights become low or darker than usual the pupil because larger trying to make up for the lost of light,4,,,,,2,,2,,,,,2,sentence is a little fragmented but can tell they're synthesizing and bridging info outside target sentence,2,,,
SERP_F19C_C2_27,viz_cr_5,This bends the light rays producing an image that is in focus,the light rays bend an image thats in focus because of lens adjusting to its shape,4,,,,,2,,2,,,,,2,local bridge,2,,,
SERP_F19C_C2_27,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",to be able to be bending the light  lenses need to be thin it also helps to see things far away,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_27,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,the retina can adjust because it has 130 million receptor cells that each can respond to light,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_27,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",rod cells are best compatible when the lights are dim,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_27,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",nerve impulses travel to the brain through optic nerves when rods and cones respond to light,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C1_28,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",We can see because our eyes react to light and the reaction is sent to our brain as an image.,4,,,,,2,bridge to light,2,,,,,2,"weak bridge but giving it a 2 b/c of the quick reference to the word ""light""",2,,,
SERP_F19C_C1_28,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",We can't see our cornea. Our cornea is used to protect the pupil and the iris. We can see our pupil and iris.,4,,,,,2,,2,,,,,1,"high quality paraphrase, no? 1 or 2?",2,,,
SERP_F19C_C1_28,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,The iris controls the pupil.,4,,,,,2,,2,,,,,1,,1,,,
SERP_F19C_C1_28,viz_cr_4,"In dim light, the pupil becomes larger","If you are in the dark or little light, your pupil will get bigger. This makes sense because I guess that you can see more if you have bigger pupils and there is less stress from bright lights.",4,,,,,3,,3,,,,,3,"2 or 3? Weak 3, I guess",3,,,
SERP_F19C_C1_28,viz_cr_5,This bends the light rays producing an image that is in focus,"If it weren't for the lens, our sight would be blurry. Muscles in the lens bend light so that we can see clearly.",4,,,,,2,maybe 3,2,,,,,3,I'd call this a strong 3 in comparison to cr above,3,,,
SERP_F19C_C1_28,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","You probably need as much light as possible to see something far away. So by not bending the light as much, you are able to focus on that far away object.",4,,,,,2,,2,,,,,3,strong 2 or weak 3?,3,,,
SERP_F19C_C1_28,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,The retina has a lot of  light receptors. That's probably why we feel burning when our eyes our under too much light. The retinas are probably sensitive.,4,,,,,3,,3,,,,,3,very strong 3,3,,,
SERP_F19C_C1_28,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",Rod cells allow us to see at night. Without them we probably couldn't see shadows or silhouettes.,4,,,,,3,maybe 2?,3,,,,,3,,3,,,
SERP_F19C_C1_28,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",Rods and cones work together to allow us to see light  as objects and colors. They kind of work as translators. First we don't understand what we're looking at but then the rods and cones respond to the light.,4,,,,,3,maybe 2?,3,,,,,3,,3,,,
SERP_F19C_B2_30,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",I would like to know what an impulse is in this context.,4,,,,,1,,1,,,,,1,0 or 1,1,,,
SERP_F19C_B2_30,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",This text reminds me that i really need to take out my contacts.,4,,,,,1,,1,,,,,0,,0,,,
SERP_F19C_B2_30,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,I had no idea that muscles change the size of your pupils.,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B2_30,viz_cr_4,"In dim light, the pupil becomes larger",I knew this  fact.,4,,,,,1,,0,,,,,0,,0,,,
SERP_F19C_B2_30,viz_cr_5,This bends the light rays producing an image that is in focus,What about people who have poor eyesight and can't see things in focus.,4,,,,,3,,3,,,,,2,"1 or 2? The other responses from this participant suggest overall pattern of weak responses, but scoring this particular with the benefit of the doubt",2,,,
SERP_F19C_B2_30,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",That is news to me.,4,,,,,1,,0,,,,,0,,0,,,
SERP_F19C_B2_30,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,It is crazy how small cells are and that 130 million cells work together to complete one task.,4,,,,1,2,maybe 1?,1,,,,,1,,1,,,
SERP_F19C_B2_30,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",What would this be like? Is this why some organisms can't see in color?,4,,,,,2,,2,,,,,3,strong 2 or weak 3?,3,,,
SERP_F19C_B2_30,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","As i am looking at this screen right know, it is crazy how all of this is happening so fast without my knowledge especially with how my eyes keep looking around.",4,,,,1,2,maybe 1?,1,,,,,1,"not confident on how to score this. It's a lot of text, but its also pretty vague (e.g. it's crazy how all of ""this"" is happening without my knowledge). Wish there was more specifics to give me confidence that they're engaging with the text meaningfully.",1,,,
SERP_F19C_C2_32,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.","when they eyes responds to light which is a stimulus, it is then converted to an impulse, the ability to see",4,,,,,2,,2,,,,,1,"Changed this from a 1 to a 2 b/c I'm counting the word ""light"" as a local bridge",2,,,
SERP_F19C_C2_32,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","there are many layers in the eye organ. The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea, a clear tissue that covers the front of the eye.",4,,,,,2,,2,,,,,1,,1,,,
SERP_F19C_C2_32,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,pupils and expand through muscles in the iris,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_32,viz_cr_4,"In dim light, the pupil becomes larger",when theres subtle light. the pupil expands,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_32,viz_cr_5,This bends the light rays producing an image that is in focus,the muscles in the lens bends the light rays producing an image that is in focus,4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_C2_32,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","to be able to see things far away, the lenses need to be thin to bend the light less.",4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_C2_32,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"he retina, the layer of receptor cells that lines the back of the eye contains about 130 million receptor cells that each respond to light.",4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_C2_32,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","the one type of receptor that works better in dim light and enables you to see black, white and gray are rod cells",4,,,,,2,,1,,,,,1,,1,,,
SERP_F19C_B1_33,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",I wear glasses so does that work on my regular eyes if i barely see.,4,,,,,2,maybe 3?,3,,,,,3,,3,,,
SERP_F19C_B1_33,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",what exactly is the reason for the cornea,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B1_33,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,oh so that is what is going on when someone says that a persons eyes are dilated.,4,,,,,3,,3,,,,,3,,3,,,
SERP_F19C_B1_33,viz_cr_4,"In dim light, the pupil becomes larger",That's probably to help us see better because it is dark.,4,,,,,3,,3,,,,,3,,3,,,
SERP_F19C_B1_33,viz_cr_5,This bends the light rays producing an image that is in focus,so what happens when someone does not have good vision,4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_B1_33,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",thats very interesting because how do the lenses become both thin and thick.,4,,,,1,1,,1,,,,,2,,2,,,
SERP_F19C_B1_33,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,thats of receptors to have in your eyes.,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B1_33,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",that's probably because the darker the light gets the more prominent those colors are versus lighter colors.,4,,,,,2,,2,,,,,3,,3,,,
SERP_F19C_B1_33,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",So the optic nerve helps us see things,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B2_35,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",Your brain interprets everything your eyes see.,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B2_35,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",The cornea covers the eye which covers the pupil and iris,4,,,,,1,,1,,,,,1,,1,,,
